Textos_espanol,sdg
"La regiÃ³n tambiÃ©n se beneficiarÃa de la cooperaciÃ³n en materia de planificaciÃ³n energÃ©tica y anÃ¡lisis de proyectos, marcos para una agenda energÃ©tica sostenible y formulaciÃ³n de polÃticas. Existen importantes oportunidades para pasar a sistemas energéticos más limpios, sin embargo, la capacidad para adoptar nuevas tecnologías -a menudo denominada capacidad de absorción-, así como para desarrollar nuevas tecnologías, se encuentra principalmente en unos pocos países. La adopciÃ³n de nuevas tecnologÃas tiene que ser eficiente, y a menudo esto requiere economÃas de escala. ",7
"El presente artículo tiene por objeto examinar si la revisión judicial, entendida como el control de la legalidad de las decisiones de los órganos políticos por un órgano judicial independiente, puede considerarse como un principio general del Derecho de las naciones civilizadas en los términos del artículo 38(1)(c) del Estatuto de la Corte Internacional de Justicia (en adelante CIJ). Esta cuestión adquiere importancia si se tiene en cuenta que la Carta de las Naciones Unidas (en lo sucesivo, la Carta) no aclara si la CIJ tiene derecho a revisar las resoluciones de los órganos políticos de la organización, en particular el Consejo de Seguridad.",16
"Resumen En respuesta a los atentados terroristas del 11 de septiembre de 2001, se han producido varios cambios estatutarios y normativos que mejoran la recogida y el uso de información personal con fines de inteligencia y policiales. Este artículo examina en primer lugar cómo se han visto afectados por estos cambios determinados sectores, como el financiero, el educativo, el de las bibliotecas y el de los transportes, prestando especial atención a los requisitos de la Ley USA PATRIOT. A continuación, se identifican cinco temas y tendencias comunes, entre ellos la reducción de los criterios de sospecha individualizada y el debilitamiento de las salvaguardias judiciales, y se exploran sus efectos sobre la intimidad y las garantías procesales. Por último, el artículo analiza varias implicaciones políticas y sociales de la reducción generalizada de la protección de la intimidad frente al terrorismo, incluida la propuesta de un sistema nacional de identificación.",16
"Como tales, las centrales nucleares contribuyen de forma importante al restablecimiento de la red en caso de apagones. En particular, las centrales nucleares necesitan más tiempo para arrancar y no pueden variar mucho la duración del ciclo. Además, en muchos países de la OCDE el funcionamiento flexible de las centrales nucleares está limitado o no está autorizado por las autoridades nacionales de seguridad, por lo que las centrales nucleares sólo pueden ofrecer una flexibilidad limitada al GRT. La inercia de las turbinas eólicas es bastante baja, mientras que la solar fotovoltaica no tiene inercia.",7
"La atención al concepto de flujos financieros ilícitos (FFI) está creciendo en el debate político junto con la lucha conexa contra actividades nocivas como la evasión fiscal, el blanqueo de dinero, el tráfico de drogas, la corrupción y la financiación del terrorismo. Aunque el concepto se introdujo en el contexto de la economía del desarrollo, ahora se utiliza también en el campo de los estudios fiscales, la criminología y las evaluaciones políticas. Aún así, existe ambigüedad en cuanto a la interpretación y comprensión real de los FFI. Este capítulo ofrece una visión general de cómo la literatura define y conceptualiza los FFI y, en última instancia, aboga por su replanteamiento y clarificación parciales.",16
"RESUMENLa protección frente al genocidio ha sido un denominador común en la retórica estatal desde 1948, cuando se adoptó la Convención sobre el Genocidio. Sin embargo, la rendición de cuentas de los Estados por este crimen arquetípico de Estado es prácticamente inexistente. Este artículo aborda un rompecabezas con dos vertientes: (1) por qué, hasta la fecha, ningún gobierno implicado en la comisión de un genocidio ha sido considerado responsable del mismo, y (2) cómo los procesos legales del único tribunal que aborda las disputas de los Estados en materia de genocidio, la Corte Internacional de Justicia, condicionan e incluso limitan la calidad de las decisiones adoptadas por el tribunal con especial referencia a la responsabilidad del Estado por este crimen. El análisis contribuye a un debate emergente sobre la aplicación de la responsabilidad del Estado en relación con la protección frente al genocidio, poniendo de relieve las deficiencias existentes en relación con la interpretación y aplicación de la Convención sobre el Genocidio que, a su vez, justifica una revisión integral de este tratado.",16
"El actual resurgimiento mundial de la religión es más amplio que un choque de civilizaciones impulsado por el extremismo religioso, el terrorismo o el fundamentalismo. Este cambio cultural y religioso global está poniendo en tela de juicio nuestra interpretación del mundo moderno -lo que significa ser moderno- a medida que diversos grupos sociales y religiosos luchan por encontrar vías alternativas a la modernidad. Este libro examina lo que esto significa para los conceptos y teorías clave de las relaciones internacionales -conflicto y cooperación internacionales, diplomacia, fomento de la sociedad civil, democracia, construcción nacional y desarrollo económico- y cómo los está transformando. El libro sirve de guía sobre lo que significa tomarse en serio el pluralismo cultural y religioso en el siglo XXI.",16
"El presente documento propone interpretar las diferencias entre los sistemas jurídicos de los países de common law y de tradición jurídica romanista como resultado de la importancia concedida a la adjudicación en comparación con las leyes estatutarias. Se centra en los costes relativos del cambio jurídico mediante la adjudicación (desarrollo de la jurisprudencia) en comparación con la legislación (desarrollo del derecho estatutario). El argumento principal es que la preocupación pública por la igualdad es un factor determinante del coste relativo de la adjudicación en un sistema jurídico. Desarrollamos un modelo del proceso jurídico que ilustra la intuición fundamental de Tocqueville con respecto a la uniformidad de las normas jurídicas y, como consecuencia, la importancia relativa de la adjudicación y la legislación.",16
"La Convención para la Prevención y la Sanción del Delito de Genocidio se adoptó en París, el 9 de diciembre de 1948, en la tercera sesión de la Asamblea General de las Naciones Unidas. La Convención sobre el Genocidio fue el primer tratado de derechos humanos del sistema moderno, codificando una norma internacional que protege el derecho a la vida y a la existencia de minorías nacionales, étnicas, raciales y religiosas. Muchos historiadores y sociólogos emplean el término genocidio para describir una serie de atrocidades que implican el asesinato de un gran número de personas. El concepto jurídico de genocidio se forjó en el crisol de los esfuerzos posteriores a la Segunda Guerra Mundial para perseguir las atrocidades nazis. La Convención sobre el Genocidio sigue fascinando a juristas, políticos, periodistas y activistas de derechos humanos. A principios de 1945, genocidio y crímenes contra la humanidad eran términos afines, ideados para describir los actos de barbarie del régimen nazi.  Palabras clave:Convención sobre el Genocidio, derechos humanos, humanidad, crímenes internacionales, régimen nazi",16
"Esta colección de artículos aborda las interconexiones entre castigo, ciudadanía e identidad. A medida que se han ido entrecruzando las medidas de control de la inmigración y la delincuencia, las prisiones de varios países han acabado albergando a una población cada vez mayor de delincuentes extranjeros y de inmigrantes detenidos. Resulta un tanto sorprendente que los criminólogos hayan dedicado tradicionalmente tan poco tiempo a explorar la relación entre la prisión y la identidad nacional. Con notables excepciones, los estudiosos tratan casi universalmente la prisión como una institución limitada por y dentro del Estado-nación. Este número especial pretende romper esa convención de los estudios penitenciarios y de la criminología en general. Centrándose en el encarcelamiento de extranjeros en diversos contextos, las contribuciones a este número sostienen colectivamente que la prisión es una proyección de la soberanía nacional y una expresión del poder estatal. También es un espacio concreto en el que se manifiestan desigualdades globales. Cuando se considera desde el punto de vista de la ciudadaní...",16
"Aborda la crisis del principio de legalidad en el constitucionalismo contemporáneo, especialmente por los nuevos marcos penales introducidos por el legislador, que delegan en el intérprete la conformación final de las conductas prohibidas. El objetivo de la investigación es analizar el papel del Tribunal Superior de Justicia en la uniformización de la interpretación de los tipos penales, con vistas a ofrecer a la persona jurídica una mayor seguridad jurídica en la aplicación del Derecho Penal. Se concluye que el Superior Tribunal de Justicia no cumple satisfactoriamente la tarea de salvaguardar el principio de legalidad en el ordenamiento jurídico nacional, ya que existen muchos temas de alta controversia en los órganos del Poder Judicial de primera y segunda instancia aún pendientes de mejor estandarización, con graves repercusiones para maximizar la expansión del derecho penal.",16
